CINT2006,"Intel Corporation","ASUS Z97-A motherboard (Intel Core i5-4690K)",4,1,4,60.2,58.2,Jun-2014
CINT2006,"Intel Corporation","Intel DH57JG Motherboard (Intel Core i5-650)",2,1,2,32.2,30.7,Aug-2011
CINT2006,"Intel Corporation","Intel DH57JG Motherboard (Intel Core i5-650)",2,1,2,28.9,27.7,Dec-2010
CINT2006,"Intel Corporation","Intel DH57JG Motherboard (Intel Core i5-660)",2,1,2,33.2,31.5,Aug-2011
CINT2006,"Intel Corporation","Intel DH57JG Motherboard (Intel Core i5-661)",2,1,2,33.1,31.5,Aug-2011
CINT2006,"Intel Corporation","Intel DH57JG Motherboard (Intel Core i5-670)",2,1,2,34,32.2,Aug-2011
CINT2006,"Intel Corporation","Intel DH57JG Motherboard (Intel Core i5-680)",2,1,2,34.2,32.7,Aug-2011
CINT2006,"Intel Corporation","Intel DH57JG motherboard (Intel Core i5-661)",2,1,2,30,28.5,Mar-2010
CINT2006,"Intel Corporation","Intel DH61WW motherboard (Intel Core i5-2300)",4,1,4,39,37.1,Oct-2011
CINT2006,"Intel Corporation","Intel DH61WW motherboard (Intel Core i5-2310)",4,1,4,42.3,40.3,Jan-2012
CINT2006,"Intel Corporation","Intel DH61WW motherboard (Intel Core i5-2400)",4,1,4,42,39.9,Dec-2011
CINT2006,"Intel Corporation","Intel DH67BL Motherboard (Intel Core i5-2320)",4,1,4,43.6,41.5,Aug-2012
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2300)",4,1,4,37.4,35.5,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2310)",4,1,4,38.5,36.5,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2390T)",2,1,2,39.6,35.6,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2390T)",2,1,2,37.8,35.8,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2400)",4,1,4,42.1,40,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2400)",4,1,4,40.5,38.5,Apr-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2400S)",4,1,4,38.7,36,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500)",4,1,4,45.1,42.7,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500)",4,1,4,43.3,41.1,Apr-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500K)",4,1,4,45,42.8,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500K)",4,1,4,43.3,41,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500S)",4,1,4,43.8,41.8,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500S)",4,1,4,42.8,39.5,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500T)",4,1,4,40.4,37.1,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i5-2500T)",4,1,4,38.7,35.5,May-2011
CINT2006,"Intel Corporation","Intel DH77KC Motherboard (Intel Core i5-3330)",4,1,4,44.2,41.9,Nov-2012
CINT2006,"Intel Corporation","Intel DH77KC Motherboard (Intel Core i5-3470)",4,1,4,48.8,46.3,Nov-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3450)",4,1,4,47.6,45.2,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3470S)",4,1,4,48.5,45.7,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3470T)",2,1,2,44.3,39.9,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3570)",4,1,4,51.1,48.5,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3570K)",4,1,4,51.1,48.5,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3570S)",4,1,4,50.9,47.9,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i5-3570T)",4,1,4,44.9,42.3,Jul-2012
CINT2006,"Intel Corporation","Intel DH87MC motherboard (Intel Core i5-4570)",4,1,4,55.7,53.7,Sep-2013
CINT2006,"Intel Corporation","Intel DQ77MK motherboard (Intel Core i5-3330)",4,1,4,44.7,42,Jul-2014
CINT2006,"Intel Corporation","Intel DQ77MK motherboard (Intel Core i5-3330S)",4,1,4,44.4,41.3,Jul-2014
CINT2006,"Intel Corporation","Intel DQ77MK motherboard (Intel Core i5-3340)",4,1,4,45.7,42.9,Jul-2014
CINT2006,"Intel Corporation","Intel DQ77MK motherboard (Intel Core i5-3450)",4,1,4,48.3,45.4,Jul-2014
CINT2006,"Intel Corporation","Intel DQ77MK motherboard (Intel Core i5-3450S)",4,1,4,47.9,44.7,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4430)",4,1,4,47.8,46.1,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4440)",4,1,4,49.2,47.5,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4440S)",4,1,4,46.5,44.8,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4570)",4,1,4,52.9,51.1,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4570S)",4,1,4,50.6,48.7,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4670)",4,1,4,55.6,53.6,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4670K)",4,1,4,56.2,54.2,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4670K)",4,1,4,55.6,53.6,Jul-2014
CINT2006,"Intel Corporation","Intel DQ87PG motherboard (Intel Core i5-4670S)",4,1,4,53.2,51.3,Jul-2014
CINT2006,"Intel Corporation","ASUS Z97-A motherboard (Intel Core i7-4770K)",4,1,4,61.4,59.3,Jun-2014
CINT2006,"Intel Corporation","ASUS Z97-A motherboard (Intel Core i7-4790K)",4,1,4,67.6,65.2,Jun-2014
CINT2006,"Intel Corporation","ASUS Z97-A motherboard (Intel Core i7-4790K)",4,1,4,67.9,65.4,Jun-2014
CINT2006,"Intel Corporation","Intel DH67BL motherboard (Intel Core i7-2700K)",4,1,4,52.4,49.9,Jun-2014
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i7-2600)",4,1,4,47.1,44.6,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i7-2600)",4,1,4,45.1,42.7,Apr-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i7-2600K)",4,1,4,47.1,44.6,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i7-2600K)",4,1,4,45.1,42.8,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i7-2600S)",4,1,4,46.4,42.9,Aug-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 Motherboard (Intel Core i7-2600S)",4,1,4,44.4,41,May-2011
CINT2006,"Intel Corporation","Intel DH67BLB3 motherboard (Intel Core i7-2700K)",4,1,4,47.9,45.5,Dec-2011
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i7-3770)",4,1,4,53.2,50.5,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i7-3770K)",4,1,4,54.4,51.9,Jun-2014
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i7-3770K)",4,1,4,53.2,50.3,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i7-3770S)",4,1,4,52.9,49.7,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel Core i7-3770T)",4,1,4,50.2,46.9,Jul-2012
CINT2006,"Intel Corporation","Intel DH77KC motherboard (Intel i7-3770K)",4,1,4,54.4,52,Jun-2014
CINT2006,"Intel Corporation","Intel DP55KG Motherboard (Intel Core i7-860)",4,1,4,37.9,35.1,Aug-2011
CINT2006,"Intel Corporation","Intel DP55KG Motherboard (Intel Core i7-870)",4,1,4,39,36.4,Aug-2011
CINT2006,"Intel Corporation","Intel DP55KG Motherboard (Intel Core i7-870S)",4,1,4,38.8,35.3,Aug-2011
CINT2006,"Intel Corporation","Intel DP55KG Motherboard (Intel Core i7-880)",4,1,4,40,37.5,Aug-2011
CINT2006,"Intel Corporation","Intel DP55KG motherboard (Intel Core i7-870)",4,1,4,34.6,32.5,Mar-2010
CINT2006,"Intel Corporation","Intel DX58SO motherboard (Intel Core i7-980X)",6,1,6,37.2,35.5,Mar-2010
CINT2006,"Intel Corporation","Intel DX58SO2 Motherboard (Intel Core i7-930)",4,1,4,35,33.1,Aug-2011
CINT2006,"Intel Corporation","Intel DX58SO2 Motherboard (Intel Core i7-960)",4,1,4,38.7,36.3,Aug-2011
CINT2006,"Intel Corporation","Intel DX58SO2 Motherboard (Intel Core i7-975 Extreme Edition)",4,1,4,40.8,38.5,Aug-2011
CINT2006,"Intel Corporation","Intel DX58SO2 Motherboard (Intel Core i7-990X)",6,1,6,42.3,40.1,Aug-2011
CINT2006,"Intel Corporation","Intel DX58SO2 Motherboard (Intel Core i7-990X)",6,1,6,42.2,40.2,Aug-2011
CINT2006,"Intel Corporation","Intel DX58SO2 Motherboard (Intel Core i7-990X)",6,1,6,40.1,38.3,May-2011
CINT2006,"Intel Corporation","Intel DX58SO2 motherboard (Intel Core i7-990X Extreme Edition)",6,1,6,40.6,38.9,Dec-2011
CINT2006,"Intel Corporation","Intel DX79SI motherboard (Intel Core i7-3960X Extreme Edition)",6,1,6,49,46.4,Dec-2011
CINT2006,"Intel Corporation","Intel DZ68DB motherboard (Intel Core i7-2600K)",4,1,4,49.8,47.3,Oct-2011
CINT2006,"Intel Corporation","Intel DZ68DB motherboard (Intel Core i7-2600K)",4,1,4,52.8,49.6,Oct-2011
